ccdB_K12_t30 ccdB_K12_t60 ccdB_K12_t90 lacZ_K12_t30 lacZ_K12_t60 lacZ_K12_t90 lacZ_MG1063_t0 lacZ_MG1063_t30 lacZ_MG1063_t60 lacZ_MG1063_t90 lacZ_MG1063_120 ccdB_MG1063_t0 ccdB_MG1063_t30 ccdB_MG1063_t60 lacZ_W1863_t30 lacZ_W1863_t60 lacZ_W1863_t90 ccdB_W1872_t0 ccdB_W1872_t30 ccdB_W1872_t60 ccdB_W1872_t90 M9_K_arcA_anaerobic M9_K_oxyR_anaerobic M9_K_soxS_anaerobic fnr_wtAnaerobic cybr_N_log MG1063_uninduced_t0 MG1063_uninduced_t60 norfloxacin_MG1063_t30 norfloxacin_MG1063_t60 norfloxacin_chelator_MG1063_t0 BW25113_uninduced_t30 BW25113_uninduced_t60 BW25113recA_uninduced_t0 BW25113recA_uninduced_t30 BW25113recA_uninduced_t60 ph5.7_anaerobic ph7_anaerobic ph8.5_anaerobic MG1655_t150_aerobic MG1655_t86400_cecum suspension_4hr TG1_pBS_Kan_H_prod TG1_pBS_Kan_Synhox_H_prod rb_del_rpoS_biofilm rb_wt_biofilm rb_del_rpoS_exponential HU_wt_LB_exp HU_wt_LB_trans HU_hupA_LB_trans HU_hupB_LB_exp bform_biofilm_maturation Fp_K12_exp Fp_MG1655_biofilm Fp_MG1655_pBR322_biofilm
b3107 9.6038799285889 9.4698400497437 8.8472900390625 9.5761404037476 9.7015399932861 9.4178199768066 9.6567749977112 9.2555947303772 9.1262698173523 8.9369101524353 8.5673999786377 9.8289499282837 9.2533550262451 9.5242300033569 9.3041496276855 9.1268901824951 9.1174898147583 9.712140083313 9.0049295425415 9.3154296875 9.092399597168 8.8151499430339 8.9960165023804 8.8072668711344 9.172340075175 8.9792399406433 9.8388204574585 9.7014303207397 9.7788000106812 9.7490301132202 9.83314037323 10.275400161743 9.6220998764038 9.8023500442505 9.5828399658203 9.9076299667358 8.5549160003662 9.0134160995483 8.8810201644897 9.736750125885 9.0151960372925 9.0413198471069 8.6867904663086 9.1767797470093 9.0051565170288 9.0667263666789 9.3463900883993 9.2555298805237 9.036319732666 9.1587295532227 9.0872201919556 8.1719031333923 8.3965947628021 7.615033308665 8.3455467224121
b4470 8.1498603820801 8.0774898529053 7.9533100128174 8.1515102386475 8.2459001541138 8.1558504104614 9.8779897689819 9.3051748275757 8.9385447502136 8.7768802642822 8.2656898498535 9.9356851577759 9.4843649864197 9.3580050468445 8.1807203292847 8.005539894104 8.0603103637695 8.4495296478271 7.9783301353455 8.8341598510742 8.0356702804565 8.0267532666524 8.0974734624227 8.1030200322469 8.1823631922404 8.2076897621155 10.190500259399 9.7339897155762 9.427149772644 9.9526700973511 10.238599777222 8.2931699752808 9.1532402038574 8.50648021698 8.5401496887207 8.6316003799438 9.6466341018677 8.9096118927002 8.3209558486938 8.5477452278137 9.2379760742188 8.1921701431274 8.9707498550415 11.679400444031 8.242990175883 8.6063664754232 8.255316734314 9.1635799407959 8.1301898956299 8.3486604690552 8.7973003387451 7.7520934740702 7.982264995575 7.6282000541687 7.9463898340861
b3110 7.1803998947144 7.1839499473572 7.2850999832153 7.0976700782776 7.1827697753906 7.0314202308655 8.9999051094055 8.3882398605347 8.087140083313 7.8576848506927 7.1092600822449 8.9495301246643 8.5297799110413 8.3989300727844 7.142749786377 7.0667901039124 7.2440900802612 7.5495901107788 7.0721402168274 7.9265298843384 7.3709301948547 6.8788599967957 7.0098700523376 6.9767033259074 7.5454667409261 7.4710049629211 9.1023101806641 8.3134803771973 8.2497396469116 8.7294998168945 9.0255002975464 7.5270600318909 9.0933704376221 7.7716197967529 7.8216099739075 8.2571001052856 10.274360084534 8.7522920608521 7.8854019165039 7.9908649921417 8.6096158981323 6.9717102050781 7.9804100990295 11.299699783325 7.4301767349243 7.447193145752 7.439546585083 8.7233047485352 7.419529914856 7.3511600494385 7.9974899291992 7.7927966117859 7.3086199760437 7.2692933082581 7.6423834164937
b3130 8.1846599578857 8.4388399124146 8.4530000686646 7.9294700622559 7.7355599403381 7.8806700706482 8.1067700386047 8.7028651237488 8.391884803772 8.3450303077698 8.0427503585815 8.185534954071 7.8645896911621 7.5104050636292 8.0354995727539 8.1954898834229 8.4160995483398 8.2207803726196 8.7285995483398 8.0534296035767 7.6894698143005 8.7970101038615 9.1729933420817 8.9916365941366 8.3566370010376 8.3153901100159 8.6378002166748 8.9052600860596 8.5754404067993 8.2852401733398 8.8991899490356 8.8332300186157 9.1298799514771 8.2890596389771 8.3842296600342 8.4146499633789 8.6353799819946 8.7736141204834 8.3720300674438 8.3896698951721 8.9990341186523 8.8046102523804 10.013799667358 9.5093002319336 9.7709865570068 8.549480120341 9.0283365249634 8.6253700256348 8.574520111084 8.349160194397 8.5215797424316 9.5359433492025 8.2955501079559 9.0115400950114 9.1724866231283
b3170 11.246399879456 10.995900154114 10.725199699402 11.05329990387 10.857000350952 10.936499595642 11.975650310516 11.96950006485 11.892950057983 11.70359992981 11.804699897766 12.08034992218 12.051549911499 12.220550060272 11.583000183105 11.329600334167 10.622099876404 11.694199562073 11.525500297546 11.069999694824 10.891200065613 10.878133455912 11.151500384013 11.166333516439 10.77646668752 11.044849872589 12.017200469971 11.892600059509 11.971599578857 11.785400390625 12.109900474548 11.327699661255 10.812100410461 11.932000160217 11.446200370789 10.983599662781 10.610020256042 11.637200164795 11.268000221252 11.124700069427 10.112508010864 10.2484998703 12.145600318909 10.652799606323 11.012866655986 9.8164730072021 10.658933321635 10.593400001526 9.7376098632812 9.9715404510498 10.672100067139 11.871233304342 9.4902348518372 11.007886568705 10.816916465759
b3184 9.7053203582764 9.1524801254272 8.5101804733276 9.8338603973389 9.1500196456909 9.346170425415 10.66144990921 10.547299861908 10.462300300598 10.047744750977 10.14910030365 10.622900009155 10.69344997406 10.49079990387 9.8242797851562 9.2315702438354 8.7334499359131 9.886269569397 9.563159942627 8.8532600402832 8.7476301193237 9.2200800577799 9.4095767339071 9.3518431981405 9.8161166508993 9.5255398750305 10.92409992218 10.863800048828 10.923100471497 10.693900108337 10.90299987793 9.59255027771 8.5382299423218 10.834500312805 9.866720199585 9.4611101150513 8.7554119110107 9.7644762039185 9.5218919754028 9.5059700012207 9.4599060058594 8.8704595565796 9.1025104522705 8.9563302993774 9.1919399897257 9.0683600107829 9.4775365193685 9.3271403312683 8.4603500366211 8.6747903823853 9.1249198913574 9.7584698994954 9.7392101287842 9.7174533208211 9.8005469640096
b3205 9.2856702804565 9.7016496658325 10.10389995575 8.9721698760986 8.82190990448 8.8617496490479 9.1449198722839 9.1177897453308 9.0938396453857 9.1122450828552 9.1311597824097 9.1371450424194 9.0349397659302 8.825779914856 9.0782403945923 9.0132102966309 9.0337495803833 9.2001695632935 9.0302600860596 8.6508798599243 8.4790897369385 9.4362764358521 9.7185300191243 9.5959866841634 9.4818967183431 9.2913298606873 9.2455701828003 9.0819101333618 9.0941095352173 8.8648900985718 9.288519859314 9.1990900039673 9.5241098403931 9.6463603973389 9.6023101806641 9.6812496185303 9.9091817855835 9.2434219360352 9.4424200057983 9.3240351676941 8.267546081543 9.1032695770264 8.8085298538208 9.1405696868896 9.9919366836548 8.4220768610636 9.3416665395101 9.3107399940491 9.5090503692627 9.6025695800781 9.4057397842407 10.256800333659 8.7622900009155 8.290859858195 9.3797833124797
b3153 7.4706101417542 7.4694800376892 7.5918998718262 7.3962697982788 7.7968001365662 7.5728898048401 7.2543849945068 7.3944199085236 7.5953600406647 7.6850800514221 7.8481202125549 7.3584451675415 7.5084750652313 7.611624956131 7.645959854126 7.8907299041748 8.2569799423218 7.4748702049255 7.7159399986267 7.9830198287964 8.5276298522949 8.4847965240479 7.8242932955424 7.5145867665609 7.42502673467 7.8271698951721 7.4796199798584 7.4024000167847 7.5695600509644 7.7376298904419 7.2639298439026 8.0233402252197 7.8725800514221 7.3588800430298 7.6589097976685 8.0412902832031 8.6577737808228 7.4482000350952 8.4104959487915 7.4960451126099 7.6516221046448 8.6624298095703 7.5984601974487 7.8993401527405 7.3994334538778 8.1279500325521 7.0833665529887 7.5870251655579 7.442880153656 7.6297998428345 7.5074400901794 8.1183199882507 7.6119251251221 7.9731367429097 7.3195932706197
b3154 8.41858959198 8.5670099258423 8.5267696380615 8.5502004623413 8.4657497406006 8.5558996200562 8.3326601982117 8.5192050933838 8.685389995575 8.6807351112366 8.7421798706055 8.4266047477722 8.5239448547363 8.7341899871826 8.2159795761108 8.1993999481201 8.627459526062 8.3816499710083 8.2400302886963 8.4275903701782 8.3405303955078 8.3845100402832 8.5785601933797 8.5193967819214 8.6634569168091 8.5757250785828 8.6806001663208 8.7494602203369 8.6468000411987 8.8523101806641 8.5505199432373 8.8975601196289 8.961350440979 8.7184295654297 8.5875196456909 8.5768604278564 8.2594741821289 8.2667942047119 8.2450040817261 8.3206596374512 8.6214500427246 8.1770000457764 9.26416015625 8.6127395629883 9.0030965805054 9.362779935201 8.3842132886251 8.4889302253723 8.0697002410889 8.4133996963501 8.4610500335693 9.3884433110555 8.1914849281311 9.4887199401855 8.8506863911947
b3155 8.1445503234863 8.0381698608398 8.3589401245117 8.3857698440552 8.3847703933716 8.3340997695923 8.1921501159668 8.3920850753784 8.4947199821472 8.576690196991 8.4236097335815 8.3225951194763 8.4142198562622 8.5332798957825 8.149920463562 8.2863397598267 8.5778903961182 8.1404800415039 8.2769899368286 8.5758199691772 8.5192699432373 8.1626532872518 8.2398932774862 8.213399887085 8.3602298100789 8.406090259552 8.606840133667 8.6400899887085 8.4093599319458 8.7057600021362 8.4826202392578 8.2645502090454 8.1105699539185 8.1407203674316 8.1253595352173 8.0174503326416 7.8919300079346 7.9167639732361 7.8834579467773 8.0444598197937 8.2087200164795 8.2410202026367 9.2763795852661 8.590539932251 8.4522832234701 8.7055435180664 8.2138601938883 8.6740498542786 8.6241903305054 8.7826700210571 8.6720895767212 7.1042699813843 7.7458999156952 7.9722034136454 7.8280668258667
b3156 9.9229698181152 9.8512401580811 9.8870296478271 10.21669960022 9.8876600265503 9.6731300354004 9.2612099647522 9.4134650230408 9.8084502220154 9.8898701667786 10.10890007019 9.3282351493835 9.5148897171021 9.7196950912476 9.1058397293091 9.4364995956421 9.9083099365234 9.252739906311 9.4263801574707 9.7587795257568 9.6546096801758 9.022229830424 9.2331867218018 9.2113434473673 9.1522169113159 9.5638999938965 9.4429903030396 9.8334302902222 9.6483402252197 10.053199768066 9.5676202774048 9.8687400817871 10.228799819946 9.6580696105957 9.4472303390503 9.817720413208 9.4346620559692 9.4006340026855 9.1913259506226 9.0784749984741 10.326280021667 9.0316896438599 10.348099708557 9.3737096786499 10.068680127462 10.291509946187 9.7955900828044 10.040909767151 9.8316698074341 9.6879796981812 10.062000274658 12.0900999705 8.974835395813 10.52316347758 9.6785669326782
b3157 11.654299736023 11.599300384521 11.57050037384 11.840600013733 11.445799827576 10.859700202942 10.389400005341 10.763350009918 11.302000045776 11.461400032043 11.451399803162 10.410600185394 10.855949878693 10.939500331879 10.426300048828 11.09969997406 11.474800109863 10.793299674988 10.935700416565 11.345999717712 11.119099617004 10.305199940999 10.762133598328 10.529699961344 10.143699963888 10.776500225067 10.812000274658 11.434499740601 10.964799880981 11.385100364685 11.053199768066 11.618700027466 12.218500137329 11.211999893188 10.899299621582 11.322600364685 11.004019927979 11.025859832764 10.528580093384 10.279500007629 12.001119995117 10.295599937439 11.985799789429 10.336899757385 11.837533315023 11.629866600037 11.087466875712 11.635950088501 11.444499969482 11.200400352478 11.587599754333 12.044333457947 9.7372648715973 11.512003580729 10.900150299072
b3158 9.6223001480103 9.6801500320435 9.1998996734619 9.7727603912354 9.2856597900391 9.0721998214722 8.9633049964905 9.2854499816895 10.048300266266 9.8353352546692 10.422200202942 9.0786399841309 9.1460847854614 9.2910499572754 8.9647102355957 9.3872499465942 9.3703002929688 9.0426397323608 9.3892402648926 9.3149700164795 8.9912996292114 9.0747067133586 9.1333465576172 9.2050298055013 9.0147434870402 9.1183347702026 8.8565301895142 9.508020401001 9.1407699584961 9.3971900939941 8.7619400024414 9.1706399917603 9.0005302429199 9.3864297866821 9.1899299621582 9.0440902709961 8.8622598648071 9.1081560134888 9.1355878829956 9.0407047271729 8.9488121032715 8.7136602401733 9.0250902175903 9.1493501663208 9.3838733037313 8.7641967137655 9.1009534200033 9.2165298461914 8.6503295898438 8.9106903076172 9.1646995544434 8.5726598103841 8.7285649776459 8.6143468221029 8.8300568262736
b3159 8.1209497451782 8.2432899475098 8.0900402069092 8.5571098327637 8.3037796020508 8.0688199996948 7.8338952064514 8.1321849822998 8.5584650039673 8.2800250053406 8.7481203079224 7.9702851772308 8.0911250114441 8.1915197372437 7.924220085144 8.1678304672241 8.0129098892212 7.9116401672363 8.2128496170044 8.1990299224854 8.0812902450562 7.951043287913 8.2615798314412 8.0781866709391 8.08993323644 8.2379550933838 7.7524399757385 8.3081903457642 7.9705100059509 8.3233299255371 7.9497499465942 7.8104701042175 7.6204199790955 8.0031204223633 7.9695100784302 7.8265800476074 7.6070399284363 7.7327320098877 7.7910480499268 7.7019350528717 7.6773320198059 7.6326599121094 7.2538199424744 7.9975099563599 8.0522832870483 8.0564368565877 7.857646783193 7.9382252693176 7.590980052948 7.7530097961426 8.0341796875 8.3598998387655 7.6494998931885 8.0274133682251 8.1521700223287
b3160 9.1821002960205 8.609769821167 8.5938501358032 8.8299598693848 8.7128601074219 8.542670249939 8.9129152297974 8.88884973526 8.9814701080322 9.0003752708435 9.1900796890259 8.7887902259827 8.754264831543 8.6900701522827 9.3480396270752 9.3137302398682 9.6081895828247 9.1626195907593 9.1667804718018 9.1086101531982 9.2527904510498 10.089016596476 8.701470375061 8.9350201288859 8.94926293691 8.8495998382568 8.8210296630859 8.8336801528931 8.7392902374268 8.8293504714966 8.8286600112915 9.3508195877075 9.073390007019 8.8988304138184 9.3382301330566 9.2356004714966 8.8484060287476 8.8579217910767 9.2323858261108 8.5118002891541 9.0178142547607 9.6202001571655 8.6855096817017 8.7857103347778 8.3680801391602 8.8510767618815 8.510186513265 9.2374501228333 9.0154800415039 8.9318399429321 9.0762300491333 7.853046576182 8.8338098526001 8.6382366816203 8.309960047404
b3173 7.5519299507141 7.6485900878906 7.6883301734924 7.6694798469543 7.8871598243713 7.7077498435974 7.3914401531219 7.519070148468 7.6463801860809 7.63294506073 7.5271701812744 7.5131299495697 7.6107499599457 7.7909600734711 7.2739000320435 7.7635498046875 7.7468299865723 7.2928800582886 7.6674900054932 8.4965400695801 8.5017700195312 7.4353864987691 7.5365233421326 7.3113834063212 7.6403565406799 7.1592800617218 7.7198801040649 7.6750102043152 7.65452003479 7.7008900642395 7.8437299728394 7.5001201629639 7.7541599273682 7.1084399223328 7.2717499732971 7.2865600585938 7.6098320007324 7.6315020561218 7.3864240646362 7.15776014328 7.9888140678406 7.4320402145386 7.560929775238 7.5401101112366 7.487203280131 7.7866832415263 7.4908000628153 7.4524350166321 7.366219997406 7.3281202316284 7.637619972229 6.9720066388448 7.2595398426056 7.5018633206685 6.9866366386414
b3180 9.7096700668335 10.312299728394 10.401100158691 10.15299987793 9.8126697540283 9.8966302871704 10.655149936676 10.412499904633 10.171999931335 10.0262799263 9.9115800857544 10.732299804688 10.48885011673 10.008460044861 10.064499855042 9.7854604721069 9.5833702087402 10.416999816895 10.203000068665 9.3992795944214 9.1292200088501 10.217009862264 10.366833368937 10.284033457438 11.490966796875 10.326499938965 10.582300186157 10.213000297546 10.440400123596 9.969630241394 10.481599807739 9.9293899536133 9.4799003601074 10.647899627686 10.4827003479 10.072500228882 9.4026798248291 9.8299039840698 9.6338899612427 10.31475019455 9.4907819747925 9.0171298980713 11.021699905396 10.104800224304 10.009676297506 8.2078468004862 9.737496693929 9.7297849655151 9.1038703918457 9.5390501022339 9.5216197967529 10.149113337199 9.154185295105 9.7167433102926 9.9124034245809
b3215 5.8708300590515 5.8500900268555 5.7101202011108 5.712329864502 6.0355200767517 5.8249998092651 5.7234001159668 5.7883598804474 5.6543848514557 5.6669900417328 5.7610998153687 5.7475299835205 5.7395648956299 5.8170800209045 5.5876498222351 5.715350151062 5.6021199226379 5.7852602005005 5.5002598762512 5.6306300163269 5.9625201225281 5.8517932891846 5.8486299514771 5.8058266639709 6.3402833938599 5.6544051170349 5.9117398262024 5.8144001960754 5.9920201301575 5.5916199684143 5.9985299110413 5.7651300430298 5.6137299537659 5.8216199874878 5.6520199775696 5.7351298332214 5.8706961631775 6.0629439353943 6.0108439445496 5.6327650547028 6.2829040527344 5.8004198074341 6.4959201812744 6.6523499488831 5.7036501566569 6.5194266637166 6.7926467259725 5.6796000003815 5.5918598175049 5.8036699295044 5.9764099121094 5.6274399757385 6.4976351261139 6.6048032442729 6.0913933118184
b3233 10.139200210571 10.012299537659 9.9450302124023 10.323499679565 10.394000053406 10.088500022888 9.7098250389099 9.7309303283691 9.6501998901367 9.766429901123 9.2745599746704 9.7384347915649 9.9051098823547 10.142349720001 9.7232103347778 9.9121198654175 9.840069770813 10.095999717712 9.9686002731323 10.038000106812 9.9106903076172 9.9205767313639 10.043499946594 10.105000178019 9.7757266362508 10.327649593353 9.8835496902466 10.081800460815 9.9258003234863 10.180899620056 10.13420009613 10.305399894714 10.44909954071 10.172800064087 10.498900413513 10.536600112915 9.2886119842529 9.4757801055908 9.3383821487427 9.9960498809814 9.2355621337891 9.3029203414917 9.4093704223633 9.4642496109009 9.7543500264486 8.4580532709757 9.8675333658854 10.445650100708 10.318099975586 10.463500022888 10.293899536133 9.8336833318075 9.1936950683594 8.9430033365885 9.4146302541097
b3211 8.8502101898193 8.9029397964478 8.7487201690674 8.9527101516724 9.2107801437378 9.0735301971436 8.7615547180176 8.6535849571228 8.8876447677612 8.6967601776123 8.8591604232788 8.6645102500916 8.8354349136353 9.0473847389221 8.7312202453613 8.7243795394897 8.7175598144531 8.652099609375 8.546480178833 8.9094104766846 8.8714199066162 8.5091864267985 8.4712800979614 8.5150032043457 8.8833367029826 8.641854763031 8.6416597366333 8.8262195587158 8.7568502426147 8.8340101242065 8.3984298706055 8.6643400192261 8.4744100570679 8.8604001998901 8.6396503448486 8.5332298278809 8.6141580581665 8.8347919464111 8.7450300216675 8.5652151107788 9.2155157089233 8.7158098220825 8.8335199356079 9.3524198532104 8.7097899119059 9.5363731384277 8.972253481547 8.9981999397278 8.8435697555542 8.8642101287842 9.0639200210571 8.305313428243 8.8067197799683 8.4949000676473 8.7068602244059
b3216 6.8999300003052 7.2756500244141 7.2923002243042 7.2642698287964 7.2723598480225 7.2840900421143 7.1761050224304 7.2678298950195 7.1829001903534 7.4076299667358 7.4208698272705 7.1744849681854 7.1688449382782 7.23983502388 7.2876200675964 7.342490196228 7.3387298583984 7.2325801849365 7.0413899421692 7.1136598587036 7.2141900062561 7.1840400695801 7.0994935035706 6.9760233561198 7.4798933664958 6.7221200466156 7.3284401893616 7.181519985199 7.3526000976562 7.1665201187134 7.2196598052979 7.349760055542 7.8698601722717 7.1559300422668 7.3311500549316 7.2907400131226 7.4747659683228 7.4244819641113 7.4785479545593 7.259850025177 7.4452120780945 7.4190697669983 7.9359197616577 7.7058200836182 7.0968866348267 7.7919532457987 7.6417101224264 7.2260448932648 7.1611399650574 7.2816400527954 7.2942500114441 6.9409300486247 7.5710899829865 7.883979956309 7.0128631591797
b4569 6.3902101516724 6.5493102073669 6.4163298606873 6.2543802261353 6.2744798660278 6.1161298751831 6.1244101524353 6.2932350635529 6.2362549304962 6.3973450660706 6.2854099273682 6.2843899726868 6.1826300621033 6.1355350017548 6.2363300323486 6.3894400596619 6.6533298492432 6.2562098503113 6.1425499916077 6.1757202148438 6.3714699745178 6.5225799878438 6.5447166760763 6.3421832720439 6.6804165840149 6.3195700645447 6.3610701560974 6.3818302154541 6.6053099632263 6.2715802192688 6.2895398139954 6.7200698852539 6.7090401649475 5.9662098884583 6.4105501174927 6.4430799484253 6.6529719352722 6.4272040367126 6.4776559829712 6.4600999355316 6.4671761512756 6.2208199501038 7.0495901107788 6.6780700683594 6.3258732159932 6.9537466367086 6.591273466746 6.5336802005768 6.5734801292419 6.6862001419067 6.3909401893616 6.0102033615112 6.4624450206757 6.8829568227132 6.1043999989827
b3219 7.2693600654602 7.3667697906494 7.1970901489258 6.8905801773071 6.9844298362732 7.0231099128723 7.253445148468 7.4242401123047 7.3097448348999 7.3254299163818 7.1682500839233 7.369980096817 7.0010750293732 6.8458049297333 6.9648299217224 6.9713001251221 7.4154200553894 7.061840057373 6.6341300010681 6.8469099998474 6.9917697906494 7.3529799779256 7.537836710612 7.4620566368103 7.6336733500163 7.1947197914124 7.5384402275085 7.4754700660706 7.2578902244568 7.0286197662354 7.7399501800537 7.8778500556946 7.5299301147461 6.8304400444031 7.2974100112915 7.1899299621582 7.2007539749146 7.4030480384827 7.269972038269 6.8687150478363 7.4100079536438 7.2382798194885 7.555389881134 7.3699798583984 7.4516967137655 7.510133266449 7.5659766197205 7.3638999462128 7.2053499221802 7.2230100631714 6.9806399345398 6.8094266255697 7.7598850727081 7.6544634501139 6.9686298370361
b3220 7.2064499855042 7.0609397888184 7.1260600090027 7.1924700737 7.1867499351501 7.0627899169922 7.0274701118469 7.0324649810791 6.9852352142334 6.9639151096344 6.9763698577881 7.1386399269104 7.0409650802612 7.0781500339508 7.0006899833679 6.9569702148438 7.4193501472473 7.0769600868225 6.8001098632812 6.8456401824951 7.0417199134827 6.9786699612935 6.9761598904928 6.8827900886536 7.6346166928609 7.5576150417328 7.1039800643921 7.0315699577332 7.2435398101807 7.2199101448059 7.0859298706055 7.3697600364685 7.0495600700378 6.7617301940918 6.9856600761414 6.8402400016785 7.1933080673218 7.1071219444275 7.0850959777832 7.0170199871063 7.3044399261475 7.0088801383972 7.2501602172852 7.3160700798035 7.2214566866557 7.9575498898824 6.9910566012065 7.3079400062561 7.097559928894 7.1877598762512 7.2175397872925 7.5974067052205 7.2480149269104 7.2103765805562 6.9435699780782
b3221 8.9602003097534 8.4714298248291 7.0995402336121 9.2670001983643 7.5274500846863 7.3859701156616 8.9254350662231 7.7319648265839 7.4446048736572 7.391960144043 7.4156899452209 8.7471699714661 7.5014400482178 7.4634649753571 8.1573495864868 7.6396598815918 7.743390083313 8.7325401306152 7.5494999885559 7.344349861145 7.6148200035095 7.7277332941691 7.4243299166361 7.1776067415873 7.6314566930135 7.6471600532532 9.0522603988647 7.5507397651672 7.746319770813 7.4449100494385 9.066029548645 8.9313497543335 8.0104398727417 9.2806701660156 9.4116497039795 8.4180698394775 8.0071980476379 7.7647619247437 7.6414999008179 7.5464749336243 7.3937539100647 8.0782403945923 6.8098998069763 7.4026598930359 7.3385899861654 7.731053352356 7.5347034136454 9.5223350524902 7.9589099884033 8.0058603286743 9.9397602081299 7.2929865519206 7.7501549720764 7.4495533307393 7.0278833707174
b3232 8.1933298110962 8.1895599365234 8.3568201065063 8.1980895996094 8.2959899902344 8.5152797698975 8.0087649822235 8.0814452171326 8.1004500389099 8.1175746917725 7.9802498817444 8.0655698776245 8.1675601005554 8.1788549423218 8.042010307312 8.1338701248169 8.3373603820801 8.133150100708 8.075909614563 8.1897802352905 8.3923597335815 8.2362203598022 8.3726002375285 8.3657464981079 8.4868466059367 8.3826451301575 8.1472902297974 8.2019300460815 8.1895904541016 8.4584703445435 8.2691698074341 8.3812999725342 8.393159866333 8.1190900802612 8.3839302062988 8.1295499801636 8.1997959136963 8.3090419769287 8.4498180389404 8.2071552276611 8.3199241638184 7.9265098571777 7.4716701507568 8.1073598861694 8.1522331237793 8.3797998428345 8.3265234629313 8.1431798934937 8.2704200744629 8.3784704208374 8.2486600875854 8.179390112559 7.9455800056458 8.0872467358907 8.0689266522725
b3238 8.7257795333862 7.8309202194214 8.6729402542114 8.3209600448608 8.5318002700806 9.2082901000977 7.4467151165009 7.6662750244141 7.6326100826263 7.8663349151611 7.9989500045776 7.5080349445343 7.702399969101 7.7959251403809 7.7464098930359 7.8898000717163 8.2078800201416 7.5456600189209 8.3082704544067 8.1618299484253 8.5403299331665 7.4114799499512 7.4618833859762 7.3660966555278 7.6112100283305 7.6280150413513 7.6105699539185 7.7175397872925 7.6216502189636 7.7194800376892 7.8136601448059 8.1760997772217 8.6979703903198 8.1887302398682 8.5204095840454 7.8852000236511 7.3344800949097 7.0216039657593 7.1783040046692 7.5326950550079 11.117440032959 7.9868202209473 8.6078901290894 9.9211597442627 7.4100766181946 8.0000034968058 7.336880048116 8.3582401275635 7.8113198280334 8.0717096328735 8.2690296173096 8.390619913737 7.5366899967194 7.9786666234334 7.152379989624
b3239 6.5487098693848 6.7767601013184 6.6467499732971 6.4875302314758 6.6333198547363 6.4555201530457 6.406280040741 6.7628500461578 6.8749749660492 7.0656900405884 7.5387401580811 6.3671550750732 6.48513007164 6.7156748771667 7.1274299621582 7.5187001228333 8.0737895965576 6.7643299102783 7.232880115509 7.5908298492432 7.9634499549866 8.1568333307902 7.7851799329122 7.1512999534607 6.894583384196 6.6346700191498 6.7842898368835 6.7323498725891 6.7849898338318 6.5098099708557 6.8749299049377 8.0135097503662 8.6878204345703 7.1467399597168 7.5068497657776 8.0051698684692 9.591489982605 7.6980000495911 8.0497959136963 7.167515039444 8.0009220123291 8.2333602905273 7.9448299407959 7.0648899078369 6.7750233014425 7.8782102266947 6.6724801063538 6.4456450939178 6.8217902183533 7.1877198219299 6.4802398681641 8.2424500783285 7.3221399784088 7.927933216095 6.7995498975118
b3248 9.2562503814697 9.5729198455811 9.7362899780273 9.2304601669312 8.8399000167847 8.9785099029541 9.1730852127075 9.0762448310852 9.0433297157288 9.0016846656799 9.104419708252 9.2718896865845 9.1837148666382 9.0223550796509 9.0011901855469 8.716609954834 8.8082704544067 8.8965196609497 8.6467504501343 8.6550197601318 8.7075796127319 9.2852300008138 9.5214398701986 9.364343325297 10.166456858317 8.6339049339294 9.2349901199341 9.1553001403809 9.2868099212646 8.9579296112061 9.2453298568726 9.1683902740479 9.5220203399658 9.3933801651001 8.9958295822144 9.3068103790283 9.9749401092529 9.8311239242554 9.9263858795166 9.5841197967529 8.5712301254272 8.8461198806763 8.252140045166 8.256799697876 9.1799268722534 8.7031033833822 9.126163482666 8.8339896202087 9.0310001373291 8.8489904403687 9.1096801757812 9.2311668395996 8.722954750061 8.6694900194804 8.8881034851074
b3253 10.001999855042 10.645299911499 10.229499816895 10.75269985199 10.73509979248 9.9517602920532 9.4539947509766 9.4918098449707 9.8933053016663 9.9929051399231 10.411299705505 9.4402852058411 9.8863501548767 9.9375200271606 9.3217401504517 9.6177501678467 9.8421096801758 9.6291999816895 9.5471296310425 9.7269496917725 9.445520401001 9.9981101353963 10.188033103943 9.9595832824707 10.12309996287 9.8934049606323 9.4962501525879 10.066900253296 9.9213495254517 10.286299705505 9.6543598175049 10.279800415039 10.968099594116 11.074999809265 10.229299545288 10.460599899292 10.767560195923 10.034275817871 10.471319961548 10.342750072479 9.7430997848511 9.3360595703125 9.9367799758911 9.2503595352173 9.8019332885742 8.9492899576823 9.9494768778483 9.9286398887634 10.001299858093 10.490400314331 10.023699760437 9.3403065999349 9.5951199531555 9.6094134648641 10.299823443095
